t_mono,dev_t,seg_id,t_stm_ms,Fx_raw,Fy_raw,Fz_raw,Tx_raw,Ty_raw,Tz_raw,Fx,Fy,Fz,Tx,Ty,Tz,force_count,torque_count
342877.739289,133620,10,133620,0.007742,0.000426,-12.904428,-0.000291,-0.000386,0.048,0.007661,-0.000182,-3.604623,-0.000291,-0.000376,0.048,1681,1681
342877.759046,133640,10,133640,0.002151,0.004753,-13.528739,0.000323,0.000589,0.048,0.00207,0.004144,-4.228934,0.000323,0.000599,0.048,1682,1682
342877.779036,133660,10,133660,-0.013387,0.004093,-12.434733,7.1e-05,-0.000388,0.048,-0.013468,0.003485,-3.134927,7.1e-05,-0.000377,0.048,1683,1683
342877.798885,133680,10,133680,0.014188,0.006679,-12.146815,-0.000219,0.000161,0.048,0.014107,0.00607,-2.84701,-0.000219,0.000172,0.048,1684,1684
342877.819183,133700,10,133700,-0.010801,-0.009592,-13.07968,-0.000158,0.00028,0.048,-0.010882,-0.010201,-3.779875,-0.000158,0.00029,0.048,1685,1685
342877.839148,133720,10,133720,0.005418,-0.004474,-12.734381,2.9e-05,-1e-05,0.048,0.005337,-0.005083,-3.434576,2.8e-05,1e-06,0.048,1686,1686
342877.859068,133740,10,133740,0.006005,-0.012286,-12.409557,0.000543,0.000214,0.048,0.005925,-0.012894,-3.109752,0.000543,0.000225,0.048,1687,1687
342877.879025,133760,10,133760,-0.013544,-0.026767,-13.106365,0.000143,0.000184,0.048,-0.013625,-0.027376,-3.80656,0.000143,0.000195,0.048,1688,1688
342877.898981,133780,10,133780,-0.003491,-0.005982,-12.486799,1.3e-05,0.000122,0.048,-0.003572,-0.006591,-3.186994,1.3e-05,0.000132,0.048,1689,1689
342877.919231,133800,10,133800,-0.011259,0.001825,-12.437694,0.000265,-9.5e-05,0.048,-0.01134,0.001216,-3.137889,0.000265,-8.4e-05,0.048,1690,1690
342877.938819,133820,10,133820,0.00225,0.008482,-12.573076,-0.000525,0.000108,0.048,0.002169,0.007873,-3.273271,-0.000525,0.000119,0.048,1691,1691
342877.958805,133840,10,133840,-0.002261,-0.004204,-12.503742,0.000159,0.000463,0.048,-0.002341,-0.004813,-3.203937,0.000159,0.000474,0.048,1692,1692
342877.978817,133860,10,133860,0.016686,-0.023024,-13.718918,-0.000198,0.000213,0.048,0.016605,-0.023632,-4.419113,-0.000199,0.000224,0.048,1693,1693
342877.999315,133880,10,133880,0.006868,0.00262,-13.38099,-0.000284,-0.000432,0.048,0.006788,0.002011,-4.081185,-0.000284,-0.000422,0.048,1694,1694
342878.019087,133900,10,133900,0.003511,0.008798,-13.783216,0.000344,0.000529,0.048,0.003431,0.008189,-4.483411,0.000344,0.00054,0.048,1695,1695
342878.039062,133920,10,133920,0.016544,-0.009829,-14.913618,6.3e-05,0.000338,0.048,0.016464,-0.010438,-5.613813,6.3e-05,0.000349,0.048,1696,1696
342878.059195,133940,10,133940,-0.001522,0.008372,-14.067115,-2e-05,-0.000149,0.048,-0.001602,0.007763,-4.76731,-2e-05,-0.000138,0.048,1697,1697
342878.079245,133960,10,133960,0.009002,-0.00955,-13.956076,0.000564,0.000297,0.048,0.008921,-0.010158,-4.656271,0.000564,0.000307,0.048,1698,1698
342878.098899,133980,10,133980,-0.008524,-0.016199,-13.834491,-0.000159,0.000318,0.048,-0.008604,-0.016807,-4.534685,-0.000159,0.000329,0.048,1699,1699
342878.119156,134000,10,134000,-0.010693,-0.009056,-12.880407,-6.9e-05,-0.000582,0.048,-0.010773,-0.009665,-3.580601,-6.9e-05,-0.000571,0.048,1700,1700
342878.138852,134020,10,134020,0.004002,0.007664,-12.454214,0.000131,-9.8e-05,0.048,0.003921,0.007055,-3.154409,0.000131,-8.7e-05,0.048,1701,1701
342878.159335,134040,10,134040,-0.01018,0.015002,-12.953946,0.000795,-0.000617,0.048,-0.010261,0.014393,-3.65414,0.000794,-0.000606,0.048,1702,1702
342878.178929,134060,10,134060,0.009997,0.002459,-13.649268,-9.2e-05,-0.001048,0.048,0.009916,0.00185,-4.349463,-9.2e-05,-0.001037,0.048,1703,1703
342878.199186,134080,10,134080,0.007029,0.015191,-13.220772,-0.000201,-0.000491,0.048,0.006949,0.014582,-3.920966,-0.000201,-0.000481,0.048,1704,1704
342878.219265,134100,10,134100,-0.001807,-0.005364,-13.669035,0.000208,0.00037,0.048,-0.001888,-0.005973,-4.36923,0.000208,0.000381,0.048,1705,1705
342878.239292,134120,10,134120,-0.014593,0.007507,-14.138583,0.000149,0.000128,0.048,-0.014674,0.006899,-4.838778,0.000149,0.000139,0.048,1706,1706
342878.259041,134140,10,134140,-0.004732,0.017284,-14.268166,-0.000209,0.000129,0.048,-0.004813,0.016675,-4.968361,-0.00021,0.00014,0.048,1707,1707
342878.279194,134160,10,134160,-0.007566,0.00149,-14.198667,1e-06,7.2e-05,0.048,-0.007646,0.000881,-4.898862,0.0,8.2e-05,0.048,1708,1708
342878.299223,134180,10,134180,-0.011234,-0.012344,-13.300948,-9.1e-05,-8.6e-05,0.048,-0.011314,-0.012953,-4.001143,-9.1e-05,-7.5e-05,0.048,1709,1709
342878.318964,134200,10,134200,0.002381,0.000545,-14.049065,0.000115,-0.000394,0.048,0.002301,-6.3e-05,-4.74926,0.000115,-0.000383,0.048,1710,1710
342878.339232,134220,10,134220,-0.00154,-0.008332,-12.018328,-8.1e-05,-0.000337,0.048,-0.001621,-0.008941,-2.718523,-8.2e-05,-0.000326,0.048,1711,1711
342878.3592,134240,10,134240,0.005139,-0.007746,-12.276818,0.00026,-1.5e-05,0.048,0.005058,-0.008355,-2.977013,0.00026,-4e-06,0.048,1712,1712
342878.378882,134260,10,134260,0.009447,-0.013336,-12.573998,6.8e-05,0.000542,0.048,0.009367,-0.013944,-3.274193,6.8e-05,0.000553,0.048,1713,1713
342878.399177,134280,10,134280,-0.005129,-0.021021,-13.258402,-0.000178,0.000175,0.048,-0.00521,-0.02163,-3.958597,-0.000178,0.000186,0.048,1714,1714
342878.419312,134300,10,134300,-0.001643,-0.001017,-13.820342,-0.00023,0.000144,0.048,-0.001724,-0.001626,-4.520537,-0.00023,0.000155,0.048,1715,1715
342878.438898,134320,10,134320,0.005749,0.002575,-14.261767,-0.000142,-6.4e-05,0.048,0.005668,0.001966,-4.961962,-0.000142,-5.3e-05,0.048,1716,1716
342878.459173,134340,10,134340,0.007076,-0.017074,-13.131863,8e-06,-7.1e-05,0.048,0.006996,-0.017683,-3.832058,8e-06,-6.1e-05,0.048,1717,1717
342878.479189,134360,10,134360,0.022671,0.000997,-13.588515,-0.000283,-2.9e-05,0.048,0.02259,0.000388,-4.28871,-0.000283,-1.9e-05,0.048,1718,1718
342878.499451,134380,10,134380,-0.011317,0.017393,-13.471582,0.000252,-0.000377,0.048,-0.011398,0.016785,-4.171777,0.000252,-0.000366,0.048,1719,1719
342878.519592,134400,10,134400,-0.010032,0.010524,-13.30064,0.000364,0.000139,0.048,-0.010113,0.009915,-4.000835,0.000364,0.000149,0.048,1720,1720
342878.5395,134420,10,134420,-0.013503,-0.010187,-13.305285,-2.5e-05,0.000211,0.048,-0.013584,-0.010796,-4.00548,-2.5e-05,0.000221,0.048,1721,1721
342878.558926,134440,10,134440,0.005621,-0.003095,-13.231267,-0.000588,0.00022,0.048,0.00554,-0.003703,-3.931461,-0.000588,0.00023,0.048,1722,1722
342878.579424,134460,10,134460,-0.003056,0.010224,-11.659407,-0.000296,0.000234,0.048,-0.003136,0.009615,-2.359601,-0.000296,0.000245,0.048,1723,1723
342878.599194,134480,11,134480,-0.019262,-0.018034,-13.203399,-0.0004,-8.1e-05,-0.072,-0.019343,-0.018643,-3.903594,-0.0004,-7e-05,-0.072,1724,1724
342878.619423,134500,11,134500,-0.000994,0.011728,-13.92593,-0.000256,0.000141,-0.072,-0.001075,0.01112,-4.626125,-0.000257,0.000152,-0.072,1725,1725
342878.639428,134520,11,134520,0.00309,-0.00692,-13.292991,0.000149,-0.000534,-0.072,0.00301,-0.007529,-3.993185,0.000149,-0.000523,-0.072,1726,1726
342878.659171,134540,11,134540,-0.028028,-0.008177,-13.471223,-0.000556,-5e-06,-0.072,-0.028109,-0.008786,-4.171418,-0.000556,6e-06,-0.072,1727,1727
342878.678811,134560,11,134560,0.007655,0.006032,-13.309067,0.000681,2.2e-05,-0.072,0.007575,0.005423,-4.009262,0.000681,3.3e-05,-0.072,1728,1728
342878.699189,134580,11,134580,0.007133,-0.012368,-13.40404,-0.000223,-0.000379,-0.072,0.007052,-0.012977,-4.104234,-0.000223,-0.000369,-0.072,1729,1729
342878.719528,134600,11,134600,0.020473,0.002743,-12.036434,5.3e-05,-0.00056,-0.072,0.020392,0.002135,-2.736629,5.3e-05,-0.000549,-0.072,1730,1730
342878.739185,134620,11,134620,0.005715,-0.000373,-12.402527,-4.3e-05,5.6e-05,-0.072,0.005635,-0.000982,-3.102722,-4.3e-05,6.7e-05,-0.072,1731,1731
342878.759174,134640,11,134640,0.007601,-0.004759,-12.404197,0.000323,0.000615,-0.072,0.00752,-0.005367,-3.104391,0.000322,0.000626,-0.072,1732,1732
342878.779303,134660,11,134660,-0.003817,0.008186,-12.444803,-7.4e-05,0.000339,-0.072,-0.003898,0.007577,-3.144998,-7.5e-05,0.00035,-0.072,1733,1733
342878.799182,134680,11,134680,0.003843,-0.006635,-13.335687,0.000159,-9.7e-05,-0.072,0.003762,-0.007244,-4.035882,0.000159,-8.6e-05,-0.072,1734,1734
342878.818979,134700,11,134700,0.0085,0.013716,-12.676095,-0.000243,-0.000223,-0.072,0.00842,0.013108,-3.37629,-0.000243,-0.000212,-0.072,1735,1735
342878.83888,134720,11,134720,-0.003545,8e-06,-12.835792,-0.000183,-0.000274,-0.072,-0.003626,-0.000601,-3.535987,-0.000183,-0.000263,-0.072,1736,1736
342878.859151,134740,11,134740,0.010729,0.004343,-12.403111,0.000466,0.000339,-0.072,0.010648,0.003734,-3.103305,0.000466,0.000349,-0.072,1737,1737
342878.879133,134760,11,134760,-0.016686,-0.002565,-12.878315,-0.000289,8e-06,-0.072,-0.016767,-0.003174,-3.578509,-0.000289,1.9e-05,-0.072,1738,1738
342878.898948,134780,11,134780,-0.022318,0.022477,-12.445405,0.000454,-0.000467,-0.072,-0.022399,0.021868,-3.1456,0.000454,-0.000457,-0.072,1739,1739
342878.919282,134800,11,134800,-0.011296,-0.019253,-12.961564,0.000385,0.000502,-0.072,-0.011377,-0.019861,-3.661758,0.000384,0.000513,-0.072,1740,1740
342878.938877,134820,11,134820,-0.003892,0.02052,-13.30915,7.4e-05,-1.5e-05,-0.072,-0.003973,0.019912,-4.009345,7.4e-05,-4e-06,-0.072,1741,1741
342878.95902,134840,11,134840,0.006171,0.007231,-13.073132,5.2e-05,8.4e-05,-0.072,0.00609,0.006622,-3.773327,5.2e-05,9.5e-05,-0.072,1742,1742
342878.979172,134860,11,134860,-0.015325,0.013832,-12.702658,0.000589,8e-05,-0.072,-0.015406,0.013223,-3.402853,0.000589,9.1e-05,-0.072,1743,1743
342878.998984,134880,11,134880,0.024108,-0.014073,-12.529252,-0.000204,0.000139,-0.072,0.024027,-0.014682,-3.229446,-0.000204,0.00015,-0.072,1744,1744
342879.019296,134900,11,134900,0.00334,-0.002339,-12.200518,6.4e-05,2.1e-05,-0.072,0.00326,-0.002948,-2.900712,6.4e-05,3.2e-05,-0.072,1745,1745
342879.03932,134920,11,134920,-0.000977,-0.014183,-12.299821,-3.6e-05,-3.5e-05,-0.072,-0.001058,-0.014792,-3.000015,-3.7e-05,-2.5e-05,-0.072,1746,1746
342879.058921,134940,11,134940,0.000561,0.015375,-12.700946,-0.000719,-0.00031,-0.072,0.00048,0.014766,-3.401141,-0.000719,-0.000299,-0.072,1747,1747
342879.078881,134960,11,134960,-0.011565,0.001201,-12.786216,-0.000304,-0.000461,-0.072,-0.011646,0.000592,-3.486411,-0.000304,-0.000451,-0.072,1748,1748
342879.09891,134980,11,134980,0.017796,-0.001978,-13.16326,-3.6e-05,4.4e-05,-0.072,0.017715,-0.002586,-3.863455,-3.6e-05,5.4e-05,-0.072,1749,1749
342879.119204,135000,11,135000,0.00286,-0.001132,-13.318956,0.000291,0.000291,-0.072,0.002779,-0.001741,-4.019151,0.000291,0.000302,-0.072,1750,1750
342879.13899,135020,11,135020,0.004077,-0.007717,-12.040492,0.000704,0.00064,-0.072,0.003996,-0.008326,-2.740686,0.000704,0.000651,-0.072,1751,1751
342879.159173,135040,11,135040,-0.005069,0.005631,-12.322467,-0.000172,0.000291,-0.072,-0.00515,0.005022,-3.022662,-0.000172,0.000301,-0.072,1752,1752
342879.179257,135060,11,135060,0.00108,-0.020763,-12.065082,0.000556,-0.000277,-0.072,0.000999,-0.021372,-2.765277,0.000556,-0.000266,-0.072,1753,1753
342879.199423,135080,11,135080,0.007487,-0.006835,-12.160749,-8.5e-05,-5.8e-05,-0.072,0.007407,-0.007444,-2.860944,-8.5e-05,-4.7e-05,-0.072,1754,1754
342879.218956,135100,11,135100,-0.008222,-0.010806,-12.311706,1.1e-05,0.000266,-0.072,-0.008303,-0.011415,-3.011901,1e-05,0.000276,-0.072,1755,1755
342879.238999,135120,11,135120,0.00827,0.009051,-12.204349,0.000388,-0.000201,-0.072,0.008189,0.008442,-2.904544,0.000388,-0.00019,-0.072,1756,1756
342879.259514,135140,11,135140,-0.002134,-0.00711,-12.006385,-8e-06,-0.000274,-0.072,-0.002214,-0.007719,-2.70658,-8e-06,-0.000263,-0.072,1757,1757
342879.278885,135160,11,135160,0.006351,0.028466,-12.043837,-0.000698,-0.000459,-0.072,0.00627,0.027857,-2.744032,-0.000698,-0.000449,-0.072,1758,1758
342879.299102,135180,11,135180,-0.007947,0.017661,-12.7375,0.000218,-3e-06,-0.072,-0.008028,0.017052,-3.437695,0.000218,8e-06,-0.072,1759,1759
342879.32004,135200,11,135200,-0.011938,-0.011334,-12.434132,0.000168,5.7e-05,-0.072,-0.012018,-0.011943,-3.134327,0.000168,6.8e-05,-0.072,1760,1760
342879.338925,135220,11,135220,0.011153,0.005198,-12.273898,0.000206,-0.000241,-0.072,0.011073,0.004589,-2.974093,0.000206,-0.00023,-0.072,1761,1761
342879.359124,135240,11,135240,0.005867,-0.005057,-12.309233,0.000561,1.2e-05,-0.072,0.005786,-0.005666,-3.009428,0.000561,2.3e-05,-0.072,1762,1762
342879.379342,135260,11,135260,0.005825,-0.012791,-12.001931,-2.4e-05,-0.000305,-0.072,0.005745,-0.013399,-2.702126,-2.4e-05,-0.000294,-0.072,1763,1763
342879.399027,135280,11,135280,-0.004302,-0.017646,-12.5031,-0.000259,0.000256,-0.072,-0.004382,-0.018255,-3.203294,-0.000259,0.000267,-0.072,1764,1764
342879.419433,135300,11,135300,0.006759,0.003439,-11.835444,-0.000219,3.7e-05,-0.072,0.006679,0.00283,-2.535639,-0.000219,4.8e-05,-0.072,1765,1765
342879.438898,135320,11,135320,-0.017892,0.015036,-12.013119,0.000291,0.000421,-0.072,-0.017973,0.014427,-2.713314,0.000291,0.000431,-0.072,1766,1766
342879.459188,135340,11,135340,0.002425,0.009065,-12.425026,0.000129,-0.000421,-0.072,0.002344,0.008456,-3.12522,0.000128,-0.00041,-0.072,1767,1767
342879.479311,135360,11,135360,-0.00756,0.002981,-12.477365,-0.000287,0.000199,-0.072,-0.00764,0.002372,-3.17756,-0.000287,0.00021,-0.072,1768,1768
342879.499153,135380,11,135380,-0.005592,0.005291,-12.867561,-0.000357,2.6e-05,-0.072,-0.005672,0.004682,-3.567756,-0.000357,3.6e-05,-0.072,1769,1769
342879.519313,135400,11,135400,0.012311,-0.013332,-12.604685,-0.0001,0.000319,-0.072,0.01223,-0.01394,-3.30488,-0.0001,0.00033,-0.072,1770,1770
342879.538954,135420,11,135420,-0.017923,-0.000832,-13.152116,-0.00035,0.000144,-0.072,-0.018003,-0.001441,-3.852311,-0.00035,0.000155,-0.072,1771,1771
342879.559094,135440,11,135440,-0.040101,-0.009109,-12.706389,0.000598,0.000118,-0.072,-0.040182,-0.009718,-3.406584,0.000598,0.000128,-0.072,1772,1772
342879.579226,135460,11,135460,-0.001672,-0.008711,-12.019186,-1.8e-05,-8.1e-05,-0.072,-0.001753,-0.00932,-2.719381,-1.8e-05,-7e-05,-0.072,1773,1773
342879.599349,135480,11,135480,-0.004644,-0.003263,-11.564326,-4.5e-05,9.6e-05,-0.072,-0.004724,-0.003871,-2.26452,-4.5e-05,0.000106,-0.072,1774,1774
342879.618999,135500,11,135500,0.004606,0.007094,-11.356592,-0.000165,-0.000344,-0.072,0.004525,0.006486,-2.056787,-0.000165,-0.000334,-0.072,1775,1775
342879.639374,135520,11,135520,-0.000143,-0.016123,-11.949037,-0.000413,-0.000321,-0.072,-0.000223,-0.016732,-2.649231,-0.000413,-0.00031,-0.072,1776,1776
342879.659253,135540,11,135540,0.010512,-0.003831,-12.680414,8e-05,-0.000337,-0.072,0.010431,-0.004439,-3.380609,8e-05,-0.000326,-0.072,1777,1777
342879.679096,135560,11,135560,0.001056,-0.005093,-12.04085,-0.000219,0.000428,-0.072,0.000975,-0.005702,-2.741045,-0.000219,0.000439,-0.072,1778,1778
342879.699042,135580,11,135580,-0.023689,0.004777,-11.87672,0.000551,-0.000293,-0.072,-0.02377,0.004168,-2.576915,0.000551,-0.000282,-0.072,1779,1779
342879.718885,135600,11,135600,0.001981,0.011255,-12.301638,0.000681,0.000361,-0.072,0.0019,0.010646,-3.001833,0.000681,0.000372,-0.072,1780,1780
342879.739399,135620,11,135620,0.027516,-0.006487,-12.323606,0.000185,-0.000403,-0.072,0.027436,-0.007096,-3.023801,0.000185,-0.000392,-0.072,1781,1781
342879.759181,135640,11,135640,-0.014421,-0.011367,-12.660587,-0.00039,-0.000169,-0.072,-0.014502,-0.011976,-3.360782,-0.00039,-0.000159,-0.072,1782,1782
342879.779181,135660,11,135660,0.016384,0.01548,-11.941699,0.000186,-0.000331,-0.072,0.016304,0.014871,-2.641894,0.000186,-0.00032,-0.072,1783,1783
342879.798955,135680,11,135680,0.005281,0.011485,-11.775003,-0.000522,6.6e-05,-0.072,0.0052,0.010877,-2.475198,-0.000522,7.7e-05,-0.072,1784,1784
342879.819249,135700,11,135700,0.015635,0.002484,-12.114932,-1e-06,-0.000213,-0.072,0.015554,0.001875,-2.815126,-1e-06,-0.000202,-0.072,1785,1785
342879.839052,135720,11,135720,0.018062,-0.006132,-11.899643,4.2e-05,7.3e-05,-0.072,0.017981,-0.00674,-2.599838,4.2e-05,8.4e-05,-0.072,1786,1786
342879.859053,135740,11,135740,0.016619,0.01042,-12.422982,-4.4e-05,-5.4e-05,-0.072,0.016538,0.009811,-3.123176,-4.4e-05,-4.4e-05,-0.072,1787,1787
342879.879285,135760,11,135760,-0.018141,-0.000128,-11.822866,-0.00045,6.6e-05,-0.072,-0.018222,-0.000737,-2.523061,-0.00045,7.7e-05,-0.072,1788,1788
342879.899072,135780,11,135780,0.034289,0.007008,-12.950224,0.000301,0.000251,-0.072,0.034208,0.0064,-3.650419,0.000301,0.000261,-0.072,1789,1789
342879.919535,135800,11,135800,0.011419,0.014888,-12.662409,0.00034,-0.000594,-0.072,0.011339,0.01428,-3.362604,0.00034,-0.000583,-0.072,1790,1790
342879.939044,135820,11,135820,0.00361,-0.000467,-13.18511,0.000209,-0.000759,-0.072,0.00353,-0.001076,-3.885304,0.000209,-0.000748,-0.072,1791,1791
342879.959148,135840,11,135840,-0.00787,-0.021346,-12.927455,-0.000437,0.000556,-0.072,-0.007951,-0.021955,-3.627649,-0.000437,0.000567,-0.072,1792,1792
342879.979168,135860,11,135860,-0.013113,0.024817,-12.686231,-0.00033,0.000214,-0.072,-0.013194,0.024209,-3.386426,-0.00033,0.000224,-0.072,1793,1793
342879.999164,135880,11,135880,0.004474,0.003932,-12.23906,-8e-05,-0.000114,-0.072,0.004393,0.003323,-2.939255,-8e-05,-0.000103,-0.072,1794,1794
342880.01921,135900,11,135900,-0.010423,-0.024182,-11.501079,0.000184,-0.000658,-0.072,-0.010504,-0.024791,-2.201274,0.000184,-0.000648,-0.072,1795,1795
342880.038911,135920,11,135920,0.007078,0.006539,-12.069834,0.000387,-0.000142,-0.072,0.006998,0.00593,-2.770028,0.000387,-0.000131,-0.072,1796,1796
342880.059325,135940,11,135940,0.011983,0.00241,-12.621349,-0.000734,0.000357,-0.072,0.011902,0.001801,-3.321544,-0.000734,0.000368,-0.072,1797,1797
342880.079085,135960,11,135960,-0.015741,0.02205,-12.173534,3.9e-05,0.000418,-0.072,-0.015822,0.021442,-2.873728,3.9e-05,0.000429,-0.072,1798,1798
342880.099369,135980,11,135980,0.01324,-0.002083,-12.007428,0.000291,0.000152,-0.072,0.013159,-0.002691,-2.707623,0.000291,0.000162,-0.072,1799,1799
342880.119196,136000,11,136000,-0.002501,0.024702,-12.18627,-0.000114,0.000473,-0.072,-0.002581,0.024094,-2.886465,-0.000114,0.000484,-0.072,1800,1800
342880.138935,136020,11,136020,-0.008221,-0.008963,-11.197041,-0.000441,0.000198,-0.072,-0.008302,-0.009571,-1.897235,-0.000441,0.000209,-0.072,1801,1801
342880.159294,136040,11,136040,0.004732,0.003698,-12.14119,0.000249,-5.2e-05,-0.072,0.004652,0.003089,-2.841384,0.000249,-4.1e-05,-0.072,1802,1802
342880.179323,136060,11,136060,-0.015271,0.008377,-12.386999,-0.000111,0.000211,-0.072,-0.015352,0.007769,-3.087194,-0.000111,0.000222,-0.072,1803,1803
342880.198894,136080,11,136080,0.017054,-0.004834,-11.99149,-0.000449,-0.000413,-0.072,0.016974,-0.005443,-2.691685,-0.000449,-0.000402,-0.072,1804,1804
342880.219102,136100,11,136100,0.020945,0.01361,-11.749879,-0.000482,-1.9e-05,-0.072,0.020865,0.013001,-2.450073,-0.000482,-8e-06,-0.072,1805,1805
342880.239056,136120,11,136120,0.002543,0.002139,-12.857148,0.000496,0.000137,-0.072,0.002463,0.001531,-3.557343,0.000496,0.000148,-0.072,1806,1806
342880.259089,136140,11,136140,-0.010943,0.000945,-12.778045,-0.000264,-0.00021,-0.072,-0.011023,0.000337,-3.47824,-0.000265,-0.000199,-0.072,1807,1807
342880.279063,136160,11,136160,-0.000486,-0.003137,-12.330224,0.000419,6.7e-05,-0.072,-0.000566,-0.003746,-3.030419,0.000419,7.8e-05,-0.072,1808,1808
342880.299288,136180,11,136180,0.017179,-0.006354,-12.438648,-1.4e-05,-0.000564,-0.072,0.017099,-0.006962,-3.138843,-1.4e-05,-0.000553,-0.072,1809,1809
342880.319524,136200,11,136200,-0.013863,0.010759,-12.743231,0.000134,0.000191,-0.072,-0.013944,0.01015,-3.443425,0.000134,0.000202,-0.072,1810,1810
342880.33926,136220,11,136220,-0.016664,-0.016067,-12.182049,-6e-05,-1.4e-05,-0.072,-0.016745,-0.016676,-2.882243,-6e-05,-3e-06,-0.072,1811,1811
342880.359148,136240,11,136240,-0.009589,-0.008301,-12.271003,0.000161,0.000279,-0.072,-0.009669,-0.008909,-2.971198,0.000161,0.000289,-0.072,1812,1812
342880.379198,136260,11,136260,-0.000336,-0.003527,-12.755994,-0.000415,0.000419,-0.072,-0.000417,-0.004136,-3.456189,-0.000415,0.000429,-0.072,1813,1813
342880.399354,136280,11,136280,0.005823,0.000446,-11.824343,0.000122,2.7e-05,-0.072,0.005743,-0.000163,-2.524538,0.000122,3.7e-05,-0.072,1814,1814
342880.419241,136300,11,136300,-0.002537,0.008233,-12.329423,0.000143,-0.00058,-0.072,-0.002618,0.007624,-3.029618,0.000143,-0.00057,-0.072,1815,1815
342880.438934,136320,11,136320,-0.016819,0.002286,-12.631999,-0.000633,9.6e-05,-0.072,-0.0169,0.001677,-3.332194,-0.000633,0.000106,-0.072,1816,1816
342880.459052,136340,11,136340,0.006822,0.008428,-12.894682,-0.000505,0.000213,-0.072,0.006741,0.007819,-3.594877,-0.000505,0.000223,-0.072,1817,1817
342880.479139,136360,11,136360,-0.010313,-0.008594,-12.348079,0.00051,-0.00016,-0.072,-0.010393,-0.009203,-3.048274,0.00051,-0.000149,-0.072,1818,1818
342880.499276,136380,11,136380,0.002108,-0.00668,-12.929118,-0.00012,-0.000142,-0.072,0.002027,-0.007289,-3.629313,-0.00012,-0.000131,-0.072,1819,1819
342880.518985,136400,11,136400,0.020043,0.004744,-12.757749,-0.000333,0.000224,-0.072,0.019962,0.004136,-3.457944,-0.000333,0.000235,-0.072,1820,1820
342880.539197,136420,11,136420,-0.011177,-0.011136,-12.376746,0.000124,-0.000481,-0.072,-0.011257,-0.011745,-3.076941,0.000124,-0.000471,-0.072,1821,1821
342880.558995,136440,11,136440,0.001069,-0.010638,-12.766488,-0.000412,9.8e-05,-0.072,0.000989,-0.011247,-3.466683,-0.000412,0.000109,-0.072,1822,1822
342880.579055,136460,11,136460,0.004145,0.001931,-12.440641,0.000137,-5e-05,-0.072,0.004065,0.001322,-3.140836,0.000137,-4e-05,-0.072,1823,1823
342880.59888,136480,11,136480,0.001072,0.017895,-12.587387,-0.000245,0.000488,-0.072,0.000991,0.017286,-3.287582,-0.000246,0.000499,-0.072,1824,1824
342880.619147,136500,11,136500,-0.027184,-0.00038,-12.246515,0.000507,-0.000175,-0.072,-0.027264,-0.000988,-2.94671,0.000507,-0.000165,-0.072,1825,1825
342880.638963,136520,11,136520,0.006409,0.006386,-12.280173,-8.4e-05,0.000213,-0.072,0.006329,0.005777,-2.980368,-8.4e-05,0.000224,-0.072,1826,1826
342880.658993,136540,11,136540,-0.017769,0.000466,-12.227934,0.000125,-0.00033,-0.072,-0.01785,-0.000143,-2.928129,0.000125,-0.000319,-0.072,1827,1827
342880.679285,136560,11,136560,0.000651,-0.019188,-13.304707,0.000651,-0.000126,-0.072,0.00057,-0.019796,-4.004901,0.000651,-0.000116,-0.072,1828,1828
342880.69916,136580,11,136580,0.001383,0.006475,-12.969223,0.000427,0.000159,-0.072,0.001303,0.005866,-3.669418,0.000427,0.00017,-0.072,1829,1829
342880.718964,136600,11,136600,-0.000669,0.00331,-12.959004,0.000307,-0.000495,-0.072,-0.000749,0.002701,-3.659198,0.000307,-0.000484,-0.072,1830,1830
342880.739196,136620,11,136620,-0.00707,-0.0041,-12.991808,-6e-06,0.000385,-0.072,-0.00715,-0.004709,-3.692002,-6e-06,0.000396,-0.072,1831,1831
342880.759117,136640,11,136640,0.006292,-0.002344,-12.648326,-4.3e-05,-0.00012,-0.072,0.006211,-0.002953,-3.348521,-4.3e-05,-0.000109,-0.072,1832,1832
342880.779104,136660,11,136660,0.008566,0.007803,-12.291794,0.00036,-0.000542,-0.072,0.008486,0.007195,-2.991989,0.00036,-0.000532,-0.072,1833,1833
342880.799035,136680,11,136680,-0.011311,-0.004482,-11.987771,0.000225,0.00071,-0.072,-0.011392,-0.00509,-2.687966,0.000225,0.000721,-0.072,1834,1834
342880.819305,136700,11,136700,-0.017615,-0.004025,-12.617279,0.000389,7.1e-05,-0.072,-0.017696,-0.004634,-3.317474,0.000389,8.2e-05,-0.072,1835,1835
342880.838927,136720,11,136720,0.010878,-0.003189,-11.695755,-0.000512,0.000326,-0.072,0.010797,-0.003797,-2.39595,-0.000512,0.000337,-0.072,1836,1836
342880.85925,136740,11,136740,0.005359,0.025924,-12.449531,0.000401,-0.000532,-0.072,0.005279,0.025316,-3.149726,0.000401,-0.000522,-0.072,1837,1837
342880.879199,136760,11,136760,0.014663,0.00246,-13.023156,-2.3e-05,0.00024,-0.072,0.014583,0.001852,-3.723351,-2.3e-05,0.00025,-0.072,1838,1838
342880.898909,136780,11,136780,-0.000192,0.010358,-12.669547,-0.000581,9.6e-05,-0.072,-0.000272,0.00975,-3.369742,-0.000581,0.000107,-0.072,1839,1839
