t_mono,dev_t,seg_id,t_fc_us,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
342919.961618,75893902,21,75893902,1300,2000,1000,1000,0,0,0,0
342920.014183,75946533,21,75946533,1300,2000,1000,1000,0,0,0,0
342920.067055,75999164,21,75999164,1300,2000,1000,1000,0,0,0,0
342920.119769,76051795,21,76051795,1300,2000,1000,1000,0,0,0,0
342920.172078,76104426,21,76104426,1300,2000,1000,1000,0,0,0,0
342920.224824,76157057,21,76157057,1300,2000,1000,1000,0,0,0,0
342920.277631,76209688,21,76209688,1300,2000,1000,1000,0,0,0,0
342920.329942,76262319,21,76262319,1300,2000,1000,1000,0,0,0,0
342920.382555,76314950,21,76314950,1300,2000,1000,1000,0,0,0,0
342920.435032,76367581,21,76367581,1300,2000,1000,1000,0,0,0,0
342920.48821,76420212,21,76420212,1300,2000,1000,1000,0,0,0,0
342920.540676,76472843,21,76472843,1300,2000,1000,1000,0,0,0,0
342920.593004,76525474,21,76525474,1300,2000,1000,1000,0,0,0,0
342920.645578,76578105,21,76578105,1300,2000,1000,1000,0,0,0,0
342920.69823,76630736,21,76630736,1300,2000,1000,1000,0,0,0,0
342920.75119,76683367,21,76683367,1300,2000,1000,1000,0,0,0,0
342920.80351,76735998,21,76735998,1300,2000,1000,1000,0,0,0,0
342920.8563,76788629,21,76788629,1300,2000,1000,1000,0,0,0,0
342920.908817,76841260,21,76841260,1300,2000,1000,1000,0,0,0,0
342920.961814,76893891,21,76893891,1300,2000,1000,1000,0,0,0,0
342921.014959,76946522,21,76946522,1300,2000,1000,1000,0,0,0,0
342921.067161,76999153,21,76999153,1300,2000,1000,1000,0,0,0,0
342921.119444,77051784,21,77051784,1300,2000,1000,1000,0,0,0,0
342921.17227,77104415,21,77104415,1300,2000,1000,1000,0,0,0,0
342921.224807,77157046,21,77157046,1300,2000,1000,1000,0,0,0,0
342921.277641,77209677,21,77209677,1300,2000,1000,1000,0,0,0,0
342921.330185,77262308,21,77262308,1300,2000,1000,1000,0,0,0,0
342921.382941,77314939,21,77314939,1300,2000,1000,1000,0,0,0,0
342921.4354,77367570,21,77367570,1300,2000,1000,1000,0,0,0,0
342921.488097,77420201,21,77420201,1300,2000,1000,1000,0,0,0,0
342921.540956,77472832,21,77472832,1300,2000,1000,1000,0,0,0,0
342921.593083,77525463,21,77525463,1300,2000,1000,1000,0,0,0,0
342921.645928,77578094,21,77578094,1300,2000,1000,1000,0,0,0,0
342921.698321,77630725,21,77630725,1300,2000,1000,1000,0,0,0,0
342921.751114,77683356,21,77683356,1300,2000,1000,1000,0,0,0,0
342921.803648,77735987,21,77735987,1300,2000,1000,1000,0,0,0,0
342921.856647,77788618,21,77788618,1300,2000,1000,1000,0,0,0,0
342921.909266,77841249,21,77841249,1300,2000,1000,1000,0,0,0,0
342921.961358,77893880,21,77893880,1300,2000,1000,1000,0,0,0,0
342922.014422,77946511,21,77946511,1300,2000,1000,1000,0,0,0,0
342922.067023,77999142,21,77999142,1300,2000,1000,1000,0,0,0,0
342922.119561,78051773,21,78051773,1300,2000,1000,1000,0,0,0,0
342922.171908,78104404,21,78104404,1300,2000,1000,1000,0,0,0,0
342922.225032,78157035,21,78157035,1300,2000,1000,1000,0,0,0,0
342922.277672,78209666,21,78209666,1300,2000,1000,1000,0,0,0,0
342922.330298,78262297,21,78262297,1300,2000,1000,1000,0,0,0,0
342922.382823,78314928,21,78314928,1300,2000,1000,1000,0,0,0,0
342922.435465,78367559,21,78367559,1300,2000,1000,1000,0,0,0,0
342922.487839,78420190,21,78420190,1300,2000,1000,1000,0,0,0,0
342922.540532,78472821,21,78472821,1300,2000,1000,1000,0,0,0,0
342922.593445,78525452,21,78525452,1300,2000,1000,1000,0,0,0,0
342922.646099,78578083,21,78578083,1300,2000,1000,1000,0,0,0,0
342922.69825,78630714,22,78630714,1500,2000,1000,1000,0,0,0,0
342922.750903,78683345,22,78683345,1500,2000,1000,1000,0,0,0,0
342922.803994,78735976,22,78735976,1500,2000,1000,1000,0,0,0,0
342922.856484,78788607,22,78788607,1500,2000,1000,1000,0,0,0,0
342922.909048,78841238,22,78841238,1500,2000,1000,1000,0,0,0,0
342922.961508,78893869,22,78893869,1500,2000,1000,1000,0,0,0,0
342923.014469,78946500,22,78946500,1500,2000,1000,1000,0,0,0,0
342923.066922,78999131,22,78999131,1500,2000,1000,1000,0,0,0,0
342923.119743,79051762,22,79051762,1500,2000,1000,1000,0,0,0,0
342923.172095,79104393,22,79104393,1500,2000,1000,1000,0,0,0,0
342923.225012,79157024,22,79157024,1500,2000,1000,1000,0,0,0,0
342923.277633,79209655,22,79209655,1500,2000,1000,1000,0,0,0,0
342923.3298,79262286,22,79262286,1500,2000,1000,1000,0,0,0,0
342923.382757,79314917,22,79314917,1500,2000,1000,1000,0,0,0,0
342923.435148,79367548,22,79367548,1500,2000,1000,1000,0,0,0,0
342923.487783,79420179,22,79420179,1500,2000,1000,1000,0,0,0,0
342923.540548,79472810,22,79472810,1500,2000,1000,1000,0,0,0,0
342923.593288,79525441,22,79525441,1500,2000,1000,1000,0,0,0,0
342923.645846,79578072,22,79578072,1500,2000,1000,1000,0,0,0,0
342923.698535,79630703,22,79630703,1500,2000,1000,1000,0,0,0,0
342923.751074,79683334,22,79683334,1500,2000,1000,1000,0,0,0,0
342923.803907,79735965,22,79735965,1500,2000,1000,1000,0,0,0,0
342923.856389,79788596,22,79788596,1500,2000,1000,1000,0,0,0,0
342923.908733,79841227,22,79841227,1500,2000,1000,1000,0,0,0,0
342923.961833,79893858,22,79893858,1500,2000,1000,1000,0,0,0,0
342924.014019,79946489,22,79946489,1500,2000,1000,1000,0,0,0,0
342924.067418,79999120,22,79999120,1500,2000,1000,1000,0,0,0,0
342924.119591,80051751,22,80051751,1500,2000,1000,1000,0,0,0,0
342924.172197,80104382,22,80104382,1500,2000,1000,1000,0,0,0,0
342924.224666,80157013,22,80157013,1500,2000,1000,1000,0,0,0,0
342924.277747,80209644,22,80209644,1500,2000,1000,1000,0,0,0,0
342924.330048,80262275,22,80262275,1500,2000,1000,1000,0,0,0,0
342924.382455,80314906,22,80314906,1500,2000,1000,1000,0,0,0,0
342924.435468,80367537,22,80367537,1500,2000,1000,1000,0,0,0,0
342924.488017,80420168,22,80420168,1500,2000,1000,1000,0,0,0,0
342924.540324,80472799,22,80472799,1500,2000,1000,1000,0,0,0,0
342924.593314,80525430,22,80525430,1500,2000,1000,1000,0,0,0,0
342924.645907,80578061,22,80578061,1500,2000,1000,1000,0,0,0,0
342924.698511,80630692,22,80630692,1500,2000,1000,1000,0,0,0,0
342924.750941,80683323,22,80683323,1500,2000,1000,1000,0,0,0,0
342924.803676,80735954,22,80735954,1500,2000,1000,1000,0,0,0,0
342924.856245,80788585,22,80788585,1500,2000,1000,1000,0,0,0,0
342924.908873,80841216,22,80841216,1500,2000,1000,1000,0,0,0,0
342924.961591,80893847,22,80893847,1500,2000,1000,1000,0,0,0,0
342925.014225,80946478,22,80946478,1500,2000,1000,1000,0,0,0,0
342925.066798,80999109,22,80999109,1500,2000,1000,1000,0,0,0,0
342925.119791,81051740,22,81051740,1500,2000,1000,1000,0,0,0,0
342925.172838,81104371,22,81104371,1500,2000,1000,1000,0,0,0,0
342925.224635,81157002,22,81157002,1500,2000,1000,1000,0,0,0,0
342925.277775,81209633,22,81209633,1500,2000,1000,1000,0,0,0,0
342925.330066,81262264,22,81262264,1500,2000,1000,1000,0,0,0,0
342925.382628,81314895,22,81314895,1500,2000,1000,1000,0,0,0,0
342925.435377,81367526,22,81367526,1500,2000,1000,1000,0,0,0,0
342925.488183,81420157,22,81420157,1500,2000,1000,1000,0,0,0,0
342925.540601,81472788,22,81472788,1500,2000,1000,1000,0,0,0,0
342925.59296,81525419,22,81525419,1500,2000,1000,1000,0,0,0,0
342925.646,81578050,22,81578050,1500,2000,1000,1000,0,0,0,0
342925.698594,81630681,22,81630681,1500,2000,1000,1000,0,0,0,0
342925.751094,81683312,22,81683312,1500,2000,1000,1000,0,0,0,0
342925.803911,81735943,22,81735943,1500,2000,1000,1000,0,0,0,0
342925.856242,81788574,22,81788574,1500,2000,1000,1000,0,0,0,0
342925.908729,81841205,22,81841205,1500,2000,1000,1000,0,0,0,0
342925.961477,81893836,22,81893836,1500,2000,1000,1000,0,0,0,0
342926.014065,81946467,22,81946467,1500,2000,1000,1000,0,0,0,0
342926.067467,81999098,22,81999098,1500,2000,1000,1000,0,0,0,0
342926.11975,82051729,22,82051729,1500,2000,1000,1000,0,0,0,0
342926.172186,82104360,22,82104360,1500,2000,1000,1000,0,0,0,0
342926.224759,82156991,22,82156991,1500,2000,1000,1000,0,0,0,0
342926.277701,82209622,22,82209622,1500,2000,1000,1000,0,0,0,0
342926.330159,82262253,22,82262253,1500,2000,1000,1000,0,0,0,0
342926.382927,82314884,22,82314884,1500,2000,1000,1000,0,0,0,0
342926.435138,82367515,22,82367515,1500,2000,1000,1000,0,0,0,0
342926.488315,82420146,22,82420146,1500,2000,1000,1000,0,0,0,0
342926.540693,82472777,22,82472777,1500,2000,1000,1000,0,0,0,0
342926.593142,82525408,22,82525408,1500,2000,1000,1000,0,0,0,0
342926.646048,82578039,22,82578039,1500,2000,1000,1000,0,0,0,0
342926.698567,82630670,23,82630670,1500,1700,1000,1000,0,0,0,0
342926.751022,82683301,23,82683301,1500,1700,1000,1000,0,0,0,0
342926.80373,82735932,23,82735932,1500,1700,1000,1000,0,0,0,0
342926.856432,82788563,23,82788563,1500,1700,1000,1000,0,0,0,0
342926.909139,82841194,23,82841194,1500,1700,1000,1000,0,0,0,0
342926.961575,82893825,23,82893825,1500,1700,1000,1000,0,0,0,0
342927.014137,82946456,23,82946456,1500,1700,1000,1000,0,0,0,0
342927.067249,82999087,23,82999087,1500,1700,1000,1000,0,0,0,0
342927.119624,83051718,23,83051718,1500,1700,1000,1000,0,0,0,0
342927.172322,83104349,23,83104349,1500,1700,1000,1000,0,0,0,0
342927.225022,83156980,23,83156980,1500,1700,1000,1000,0,0,0,0
342927.277323,83209611,23,83209611,1500,1700,1000,1000,0,0,0,0
342927.330007,83262242,23,83262242,1500,1700,1000,1000,0,0,0,0
342927.382802,83314873,23,83314873,1500,1700,1000,1000,0,0,0,0
342927.435228,83367504,23,83367504,1500,1700,1000,1000,0,0,0,0
342927.487703,83420135,23,83420135,1500,1700,1000,1000,0,0,0,0
342927.540324,83472766,23,83472766,1500,1700,1000,1000,0,0,0,0
342927.593303,83525397,23,83525397,1500,1700,1000,1000,0,0,0,0
342927.645812,83578028,23,83578028,1500,1700,1000,1000,0,0,0,0
342927.698212,83630659,23,83630659,1500,1700,1000,1000,0,0,0,0
342927.751322,83683290,23,83683290,1500,1700,1000,1000,0,0,0,0
342927.803822,83735921,23,83735921,1500,1700,1000,1000,0,0,0,0
342927.856411,83788552,23,83788552,1500,1700,1000,1000,0,0,0,0
342927.909328,83841183,23,83841183,1500,1700,1000,1000,0,0,0,0
342927.961598,83893814,23,83893814,1500,1700,1000,1000,0,0,0,0
342928.014123,83946445,23,83946445,1500,1700,1000,1000,0,0,0,0
342928.06757,83999076,23,83999076,1500,1700,1000,1000,0,0,0,0
342928.119406,84051707,23,84051707,1500,1700,1000,1000,0,0,0,0
342928.171975,84104338,23,84104338,1500,1700,1000,1000,0,0,0,0
342928.22509,84156969,23,84156969,1500,1700,1000,1000,0,0,0,0
342928.27753,84209600,23,84209600,1500,1700,1000,1000,0,0,0,0
342928.33039,84262231,23,84262231,1500,1700,1000,1000,0,0,0,0
342928.382657,84314862,23,84314862,1500,1700,1000,1000,0,0,0,0
342928.43512,84367493,23,84367493,1500,1700,1000,1000,0,0,0,0
342928.487947,84420124,23,84420124,1500,1700,1000,1000,0,0,0,0
342928.540722,84472755,23,84472755,1500,1700,1000,1000,0,0,0,0
342928.593176,84525386,23,84525386,1500,1700,1000,1000,0,0,0,0
342928.646076,84578017,23,84578017,1500,1700,1000,1000,0,0,0,0
342928.698661,84630648,23,84630648,1500,1700,1000,1000,0,0,0,0
342928.75105,84683279,23,84683279,1500,1700,1000,1000,0,0,0,0
342928.80354,84735910,23,84735910,1500,1700,1000,1000,0,0,0,0
342928.856169,84788541,23,84788541,1500,1700,1000,1000,0,0,0,0
342928.909005,84841172,23,84841172,1500,1700,1000,1000,0,0,0,0
342928.961705,84893803,23,84893803,1500,1700,1000,1000,0,0,0,0
342929.015206,84946434,23,84946434,1500,1700,1000,1000,0,0,0,0
342929.066761,84999065,23,84999065,1500,1700,1000,1000,0,0,0,0
342929.119721,85051696,23,85051696,1500,1700,1000,1000,0,0,0,0
342929.171976,85104327,23,85104327,1500,1700,1000,1000,0,0,0,0
342929.224923,85156958,23,85156958,1500,1700,1000,1000,0,0,0,0
342929.2775,85209589,23,85209589,1500,1700,1000,1000,0,0,0,0
342929.329961,85262220,23,85262220,1500,1700,1000,1000,0,0,0,0
342929.382487,85314851,23,85314851,1500,1700,1000,1000,0,0,0,0
342929.435309,85367482,23,85367482,1500,1700,1000,1000,0,0,0,0
342929.488247,85420113,23,85420113,1500,1700,1000,1000,0,0,0,0
342929.540771,85472744,23,85472744,1500,1700,1000,1000,0,0,0,0
342929.593348,85525375,23,85525375,1500,1700,1000,1000,0,0,0,0
342929.645558,85578006,23,85578006,1500,1700,1000,1000,0,0,0,0
342929.698259,85630637,23,85630637,1500,1700,1000,1000,0,0,0,0
342929.751299,85683268,23,85683268,1500,1700,1000,1000,0,0,0,0
342929.803931,85735899,23,85735899,1500,1700,1000,1000,0,0,0,0
342929.856235,85788530,23,85788530,1500,1700,1000,1000,0,0,0,0
342929.909327,85841161,23,85841161,1500,1700,1000,1000,0,0,0,0
342929.961549,85893792,23,85893792,1500,1700,1000,1000,0,0,0,0
342930.014157,85946423,23,85946423,1500,1700,1000,1000,0,0,0,0
342930.06736,85999054,23,85999054,1500,1700,1000,1000,0,0,0,0
342930.119649,86051685,23,86051685,1500,1700,1000,1000,0,0,0,0
342930.172251,86104316,23,86104316,1500,1700,1000,1000,0,0,0,0
342930.224845,86156947,23,86156947,1500,1700,1000,1000,0,0,0,0
342930.277527,86209578,23,86209578,1500,1700,1000,1000,0,0,0,0
342930.329919,86262209,23,86262209,1500,1700,1000,1000,0,0,0,0
342930.382447,86314840,23,86314840,1500,1700,1000,1000,0,0,0,0
342930.435777,86367471,23,86367471,1500,1700,1000,1000,0,0,0,0
342930.487736,86420102,23,86420102,1500,1700,1000,1000,0,0,0,0
342930.540601,86472733,23,86472733,1500,1700,1000,1000,0,0,0,0
342930.593101,86525364,23,86525364,1500,1700,1000,1000,0,0,0,0
342930.645634,86577995,23,86577995,1500,1700,1000,1000,0,0,0,0
342930.698622,86630626,24,86630626,1600,1200,1000,1000,0,0,0,0
342930.751244,86683257,24,86683257,1600,1200,1000,1000,0,0,0,0
342930.803497,86735888,24,86735888,1600,1200,1000,1000,0,0,0,0
342930.856519,86788519,24,86788519,1600,1200,1000,1000,0,0,0,0
342930.908777,86841150,24,86841150,1600,1200,1000,1000,0,0,0,0
342930.961523,86893781,24,86893781,1600,1200,1000,1000,0,0,0,0
342931.014095,86946412,24,86946412,1600,1200,1000,1000,0,0,0,0
342931.06708,86999043,24,86999043,1600,1200,1000,1000,0,0,0,0
342931.119438,87051674,24,87051674,1600,1200,1000,1000,0,0,0,0
342931.171985,87104305,24,87104305,1600,1200,1000,1000,0,0,0,0
342931.224673,87156936,24,87156936,1600,1200,1000,1000,0,0,0,0
342931.27764,87209567,24,87209567,1600,1200,1000,1000,0,0,0,0
342931.330219,87262198,24,87262198,1600,1200,1000,1000,0,0,0,0
342931.382629,87314829,24,87314829,1600,1200,1000,1000,0,0,0,0
342931.435387,87367460,24,87367460,1600,1200,1000,1000,0,0,0,0
342931.487968,87420091,24,87420091,1600,1200,1000,1000,0,0,0,0
342931.540692,87472722,24,87472722,1600,1200,1000,1000,0,0,0,0
342931.593344,87525353,24,87525353,1600,1200,1000,1000,0,0,0,0
342931.646112,87577984,24,87577984,1600,1200,1000,1000,0,0,0,0
342931.69854,87630615,24,87630615,1600,1200,1000,1000,0,0,0,0
342931.751349,87683246,24,87683246,1600,1200,1000,1000,0,0,0,0
342931.803868,87735877,24,87735877,1600,1200,1000,1000,0,0,0,0
342931.856481,87788508,24,87788508,1600,1200,1000,1000,0,0,0,0
342931.909234,87841139,24,87841139,1600,1200,1000,1000,0,0,0,0
342931.961569,87893770,24,87893770,1600,1200,1000,1000,0,0,0,0
342932.014189,87946401,24,87946401,1600,1200,1000,1000,0,0,0,0
342932.067316,87999032,24,87999032,1600,1200,1000,1000,0,0,0,0
342932.11954,88051663,24,88051663,1600,1200,1000,1000,0,0,0,0
342932.171948,88104294,24,88104294,1600,1200,1000,1000,0,0,0,0
342932.224854,88156925,24,88156925,1600,1200,1000,1000,0,0,0,0
342932.277185,88209556,24,88209556,1600,1200,1000,1000,0,0,0,0
342932.330107,88262187,24,88262187,1600,1200,1000,1000,0,0,0,0
342932.382888,88314818,24,88314818,1600,1200,1000,1000,0,0,0,0
342932.435638,88367449,24,88367449,1600,1200,1000,1000,0,0,0,0
342932.487853,88420080,24,88420080,1600,1200,1000,1000,0,0,0,0
342932.540538,88472711,24,88472711,1600,1200,1000,1000,0,0,0,0
342932.593176,88525342,24,88525342,1600,1200,1000,1000,0,0,0,0
342932.646599,88577973,24,88577973,1600,1200,1000,1000,0,0,0,0
342932.698476,88630604,24,88630604,1600,1200,1000,1000,0,0,0,0
342932.751053,88683235,24,88683235,1600,1200,1000,1000,0,0,0,0
342932.803604,88735866,24,88735866,1600,1200,1000,1000,0,0,0,0
342932.856537,88788497,24,88788497,1600,1200,1000,1000,0,0,0,0
342932.908771,88841128,24,88841128,1600,1200,1000,1000,0,0,0,0
342932.961369,88893759,24,88893759,1600,1200,1000,1000,0,0,0,0
342933.014002,88946390,24,88946390,1600,1200,1000,1000,0,0,0,0
342933.067087,88999021,24,88999021,1600,1200,1000,1000,0,0,0,0
342933.119393,89051652,24,89051652,1600,1200,1000,1000,0,0,0,0
342933.172227,89104283,24,89104283,1600,1200,1000,1000,0,0,0,0
342933.224955,89156914,24,89156914,1600,1200,1000,1000,0,0,0,0
342933.27737,89209545,24,89209545,1600,1200,1000,1000,0,0,0,0
342933.330134,89262176,24,89262176,1600,1200,1000,1000,0,0,0,0
342933.382912,89314807,24,89314807,1600,1200,1000,1000,0,0,0,0
342933.435577,89367438,24,89367438,1600,1200,1000,1000,0,0,0,0
342933.487977,89420069,24,89420069,1600,1200,1000,1000,0,0,0,0
342933.540691,89472700,24,89472700,1600,1200,1000,1000,0,0,0,0
342933.593443,89525331,24,89525331,1600,1200,1000,1000,0,0,0,0
342933.645688,89577962,24,89577962,1600,1200,1000,1000,0,0,0,0
342933.698672,89630593,24,89630593,1600,1200,1000,1000,0,0,0,0
342933.750911,89683224,24,89683224,1600,1200,1000,1000,0,0,0,0
342933.804042,89735855,24,89735855,1600,1200,1000,1000,0,0,0,0
342933.856305,89788486,24,89788486,1600,1200,1000,1000,0,0,0,0
342933.908877,89841117,24,89841117,1600,1200,1000,1000,0,0,0,0
342933.961798,89893748,24,89893748,1600,1200,1000,1000,0,0,0,0
342934.014261,89946379,24,89946379,1600,1200,1000,1000,0,0,0,0
342934.066705,89999010,24,89999010,1600,1200,1000,1000,0,0,0,0
342934.119584,90051641,24,90051641,1600,1200,1000,1000,0,0,0,0
342934.172258,90104272,24,90104272,1600,1200,1000,1000,0,0,0,0
342934.225154,90156903,24,90156903,1600,1200,1000,1000,0,0,0,0
342934.277235,90209534,24,90209534,1600,1200,1000,1000,0,0,0,0
342934.330066,90262165,24,90262165,1600,1200,1000,1000,0,0,0,0
342934.382863,90314796,24,90314796,1600,1200,1000,1000,0,0,0,0
342934.435179,90367427,24,90367427,1600,1200,1000,1000,0,0,0,0
342934.487844,90420058,24,90420058,1600,1200,1000,1000,0,0,0,0
342934.54073,90472689,24,90472689,1600,1200,1000,1000,0,0,0,0
342934.593631,90525320,24,90525320,1600,1200,1000,1000,0,0,0,0
342934.645841,90577951,24,90577951,1600,1200,1000,1000,0,0,0,0
342934.698282,90630582,25,90630582,1500,1200,1000,1000,0,0,0,0
342934.751338,90683213,25,90683213,1500,1200,1000,1000,0,0,0,0
342934.803646,90735844,25,90735844,1500,1200,1000,1000,0,0,0,0
342934.85632,90788475,25,90788475,1500,1200,1000,1000,0,0,0,0
342934.909105,90841106,25,90841106,1500,1200,1000,1000,0,0,0,0
342934.961659,90893737,25,90893737,1500,1200,1000,1000,0,0,0,0
342935.014575,90946368,25,90946368,1500,1200,1000,1000,0,0,0,0
342935.067003,90998999,25,90998999,1500,1200,1000,1000,0,0,0,0
342935.119305,91051630,25,91051630,1500,1200,1000,1000,0,0,0,0
342935.172277,91104261,25,91104261,1500,1200,1000,1000,0,0,0,0
342935.224937,91156892,25,91156892,1500,1200,1000,1000,0,0,0,0
342935.277908,91209523,25,91209523,1500,1200,1000,1000,0,0,0,0
342935.330081,91262154,25,91262154,1500,1200,1000,1000,0,0,0,0
342935.382533,91314785,25,91314785,1500,1200,1000,1000,0,0,0,0
342935.435348,91367416,25,91367416,1500,1200,1000,1000,0,0,0,0
342935.487939,91420047,25,91420047,1500,1200,1000,1000,0,0,0,0
342935.540489,91472678,25,91472678,1500,1200,1000,1000,0,0,0,0
342935.593334,91525309,25,91525309,1500,1200,1000,1000,0,0,0,0
342935.645693,91577940,25,91577940,1500,1200,1000,1000,0,0,0,0
342935.698605,91630571,25,91630571,1500,1200,1000,1000,0,0,0,0
342935.751158,91683202,25,91683202,1500,1200,1000,1000,0,0,0,0
342935.803891,91735833,25,91735833,1500,1200,1000,1000,0,0,0,0
342935.856838,91788464,25,91788464,1500,1200,1000,1000,0,0,0,0
342935.909183,91841095,25,91841095,1500,1200,1000,1000,0,0,0,0
342935.961675,91893726,25,91893726,1500,1200,1000,1000,0,0,0,0
342936.01407,91946357,25,91946357,1500,1200,1000,1000,0,0,0,0
342936.066933,91998988,25,91998988,1500,1200,1000,1000,0,0,0,0
342936.119754,92051619,25,92051619,1500,1200,1000,1000,0,0,0,0
342936.172024,92104250,25,92104250,1500,1200,1000,1000,0,0,0,0
342936.224815,92156881,25,92156881,1500,1200,1000,1000,0,0,0,0
342936.277661,92209512,25,92209512,1500,1200,1000,1000,0,0,0,0
342936.330271,92262143,25,92262143,1500,1200,1000,1000,0,0,0,0
342936.382522,92314774,25,92314774,1500,1200,1000,1000,0,0,0,0
342936.435567,92367405,25,92367405,1500,1200,1000,1000,0,0,0,0
342936.488612,92420036,25,92420036,1500,1200,1000,1000,0,0,0,0
342936.540784,92472667,25,92472667,1500,1200,1000,1000,0,0,0,0
342936.593158,92525298,25,92525298,1500,1200,1000,1000,0,0,0,0
342936.645587,92577929,25,92577929,1500,1200,1000,1000,0,0,0,0
342936.698675,92630560,25,92630560,1500,1200,1000,1000,0,0,0,0
342936.750839,92683191,25,92683191,1500,1200,1000,1000,0,0,0,0
342936.804021,92735822,25,92735822,1500,1200,1000,1000,0,0,0,0
342936.856337,92788453,25,92788453,1500,1200,1000,1000,0,0,0,0
342936.90883,92841084,25,92841084,1500,1200,1000,1000,0,0,0,0
342936.961412,92893715,25,92893715,1500,1200,1000,1000,0,0,0,0
342937.014187,92946346,25,92946346,1500,1200,1000,1000,0,0,0,0
342937.067003,92998977,25,92998977,1500,1200,1000,1000,0,0,0,0
342937.119381,93051608,25,93051608,1500,1200,1000,1000,0,0,0,0
342937.172132,93104239,25,93104239,1500,1200,1000,1000,0,0,0,0
342937.224635,93156870,25,93156870,1500,1200,1000,1000,0,0,0,0
342937.277341,93209501,25,93209501,1500,1200,1000,1000,0,0,0,0
342937.329991,93262132,25,93262132,1500,1200,1000,1000,0,0,0,0
342937.382715,93314763,25,93314763,1500,1200,1000,1000,0,0,0,0
342937.435508,93367394,25,93367394,1500,1200,1000,1000,0,0,0,0
342937.488102,93420025,25,93420025,1500,1200,1000,1000,0,0,0,0
342937.540422,93472656,25,93472656,1500,1200,1000,1000,0,0,0,0
342937.593393,93525287,25,93525287,1500,1200,1000,1000,0,0,0,0
342937.645789,93577918,25,93577918,1500,1200,1000,1000,0,0,0,0
342937.698267,93630549,25,93630549,1500,1200,1000,1000,0,0,0,0
342937.750942,93683180,25,93683180,1500,1200,1000,1000,0,0,0,0
342937.803833,93735811,25,93735811,1500,1200,1000,1000,0,0,0,0
342937.856266,93788442,25,93788442,1500,1200,1000,1000,0,0,0,0
342937.909212,93841073,25,93841073,1500,1200,1000,1000,0,0,0,0
342937.96183,93893704,25,93893704,1500,1200,1000,1000,0,0,0,0
342938.014449,93946335,25,93946335,1500,1200,1000,1000,0,0,0,0
342938.067232,93998966,25,93998966,1500,1200,1000,1000,0,0,0,0
342938.119232,94051597,25,94051597,1500,1200,1000,1000,0,0,0,0
342938.172479,94104228,25,94104228,1500,1200,1000,1000,0,0,0,0
342938.224649,94156859,25,94156859,1500,1200,1000,1000,0,0,0,0
342938.277314,94209490,25,94209490,1500,1200,1000,1000,0,0,0,0
342938.330212,94262121,25,94262121,1500,1200,1000,1000,0,0,0,0
342938.382481,94314752,25,94314752,1500,1200,1000,1000,0,0,0,0
342938.43513,94367383,25,94367383,1500,1200,1000,1000,0,0,0,0
342938.487907,94420014,25,94420014,1500,1200,1000,1000,0,0,0,0
342938.540457,94472645,25,94472645,1500,1200,1000,1000,0,0,0,0
342938.593571,94525276,25,94525276,1500,1200,1000,1000,0,0,0,0
342938.645841,94577907,25,94577907,1500,1200,1000,1000,0,0,0,0
342938.698332,94630538,26,94630538,1500,1500,1000,1000,0,0,0,0
342938.75097,94683169,26,94683169,1500,1500,1000,1000,0,0,0,0
342938.803942,94735800,26,94735800,1500,1500,1000,1000,0,0,0,0
342938.856162,94788431,26,94788431,1500,1500,1000,1000,0,0,0,0
342938.908849,94841062,26,94841062,1500,1500,1000,1000,0,0,0,0
342938.961615,94893693,26,94893693,1500,1500,1000,1000,0,0,0,0
342939.014301,94946324,26,94946324,1500,1500,1000,1000,0,0,0,0
342939.066942,94998955,26,94998955,1500,1500,1000,1000,0,0,0,0
342939.11968,95051586,26,95051586,1500,1500,1000,1000,0,0,0,0
342939.172216,95104217,26,95104217,1500,1500,1000,1000,0,0,0,0
342939.224952,95156848,26,95156848,1500,1500,1000,1000,0,0,0,0
342939.27755,95209479,26,95209479,1500,1500,1000,1000,0,0,0,0
342939.330219,95262110,26,95262110,1500,1500,1000,1000,0,0,0,0
342939.38289,95314741,26,95314741,1500,1500,1000,1000,0,0,0,0
342939.435393,95367372,26,95367372,1500,1500,1000,1000,0,0,0,0
342939.487935,95420003,26,95420003,1500,1500,1000,1000,0,0,0,0
342939.540805,95472634,26,95472634,1500,1500,1000,1000,0,0,0,0
342939.593261,95525265,26,95525265,1500,1500,1000,1000,0,0,0,0
342939.645782,95577896,26,95577896,1500,1500,1000,1000,0,0,0,0
342939.698222,95630527,26,95630527,1500,1500,1000,1000,0,0,0,0
342939.751144,95683158,26,95683158,1500,1500,1000,1000,0,0,0,0
342939.803946,95735789,26,95735789,1500,1500,1000,1000,0,0,0,0
342939.856372,95788420,26,95788420,1500,1500,1000,1000,0,0,0,0
342939.909064,95841051,26,95841051,1500,1500,1000,1000,0,0,0,0
342939.961952,95893682,26,95893682,1500,1500,1000,1000,0,0,0,0
342940.014345,95946313,26,95946313,1500,1500,1000,1000,0,0,0,0
342940.067064,95998944,26,95998944,1500,1500,1000,1000,0,0,0,0
342940.119366,96051575,26,96051575,1500,1500,1000,1000,0,0,0,0
342940.172299,96104206,26,96104206,1500,1500,1000,1000,0,0,0,0
342940.224664,96156837,26,96156837,1500,1500,1000,1000,0,0,0,0
